timestamp,assistingParticipantIds,bounty,killStreakLength,killerId,position,shutdownBounty,victimDamageDealt,victimDamageReceived,victimId
686231,"[2, 4, 5]",300.0,0.0,3.0,"{'x': 10226, 'y': 5795}",50.0,"[{'basic': False, 'magicDamage': 216, 'name': 'Viktor', 'participantId': 4, 'physicalDamage': 0, 'spellName': 'viktordeathray', 'spellSlot': 2, 'trueDamage': 39, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 84, 'name': 'Viktor', 'participantId': 4, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 22, 'name': 'Viktor', 'participantId': 4, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 202, 'name': 'Viktor', 'participantId': 4, 'physicalDamage': 0, 'spellName': 'viktorchaosstorm', 'spellSlot': 3, 'trueDamage': 0, 'type': 'OTHER'}]","[{'basic': False, 'magicDamage': 0, 'name': 'Ashe', 'participantId': 4, 'physicalDamage': 186, 'spellName': 'asheq', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Ashe', 'participantId': 4, 'physicalDamage': 32, 'spellName': 'volley', 'spellSlot': 1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 136, 'name': 'Ashe', 'participantId': 4, 'physicalDamage': 0, 'spellName': 'enchantedcrystalarrow', 'spellSlot': 3, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Graves', 'participantId': 2, 'physicalDamage': 222, 'spellName': 'gravesbasicattack', 'spellSlot': 63, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 42, 'name': 'Graves', 'participantId': 2, 'physicalDamage': 0, 'spellName': 'gravessmokegrenade', 'spellSlot': 1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Graves', 'participantId': 2, 'physicalDamage': 201, 'spellName': 'gravesqlinespell', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 124, 'name': 'Yuumi', 'participantId': 5, 'physicalDamage': 0, 'spellName': '', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 155, 'name': 'Xerath', 'participantId': 3, 'physicalDamage': 0, 'spellName': 'xerathrmissilewrapper', 'spellSlot': 3, 'trueDamage': 0, 'type': 'OTHER'}]",8.0
709394,[10],300.0,2.0,9.0,"{'x': 10992, 'y': 3738}",100.0,"[{'basic': False, 'magicDamage': 0, 'name': 'Graves', 'participantId': 9, 'physicalDamage': 0, 'spellName': 's5_summonersmiteplayerganker', 'spellSlot': 5, 'trueDamage': 69, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Graves', 'participantId': 9, 'physicalDamage': 273, 'spellName': 'gravesbasicattack', 'spellSlot': 63, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 44, 'name': 'Graves', 'participantId': 9, 'physicalDamage': 0, 'spellName': 'gravessmokegrenade', 'spellSlot': 1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Graves', 'participantId': 9, 'physicalDamage': 85, 'spellName': 'gravesqlinespell', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Graves', 'participantId': 10, 'physicalDamage': 149, 'spellName': 'gravesqlinespell', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Graves', 'participantId': 10, 'physicalDamage': 56, 'spellName': 'gravesbasicattack', 'spellSlot': 63, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 20, 'name': 'Graves', 'participantId': 10, 'physicalDamage': 0, 'spellName': 'gravessmokegrenade', 'spellSlot': 1, 'trueDamage': 0, 'type': 'OTHER'}]","[{'basic': False, 'magicDamage': 76, 'name': 'Leona', 'participantId': 10, 'physicalDamage': 0, 'spellName': 'leonasolarflare', 'spellSlot': 3, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 76, 'name': 'Leona', 'participantId': 10, 'physicalDamage': 0, 'spellName': 'leonasunlightpassive', 'spellSlot': 63, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 38, 'name': 'Leona', 'participantId': 10, 'physicalDamage': 0, 'spellName': 'leonazenithblade', 'spellSlot': 2, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 56, 'name': 'Leona', 'participantId': 10, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Leona', 'participantId': 10, 'physicalDamage': 86, 'spellName': 'leonabasicattack', 'spellSlot': 64, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Leona', 'participantId': 10, 'physicalDamage': 0, 'spellName': 'leonashieldofdaybreak', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 25, 'name': 'Leona', 'participantId': 10, 'physicalDamage': 0, 'spellName': 'leonasolarbarrier', 'spellSlot': 1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Samira', 'participantId': 9, 'physicalDamage': 17, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Samira', 'participantId': 9, 'physicalDamage': 353, 'spellName': 'samirapassive', 'spellSlot': 63, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 71, 'name': 'Samira', 'participantId': 9, 'physicalDamage': 0, 'spellName': 'samirae', 'spellSlot': 2, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 22, 'name': 'Samira', 'participantId': 9, 'physicalDamage': 88, 'spellName': 'samirapassive', 'spellSlot': 63, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 56, 'name': 'Samira', 'participantId': 9, 'physicalDamage': 337, 'spellName': 'samiraq', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}]",2.0
711229,,300.0,3.0,9.0,"{'x': 11584, 'y': 3288}",0.0,"[{'basic': True, 'magicDamage': 0, 'name': 'Ashe', 'participantId': 9, 'physicalDamage': 70, 'spellName': 'ashebasicattack2', 'spellSlot': 65, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Ashe', 'participantId': 10, 'physicalDamage': 67, 'spellName': 'volley', 'spellSlot': 1, 'trueDamage': 0, 'type': 'OTHER'}]","[{'basic': False, 'magicDamage': 0, 'name': 'Samira', 'participantId': 9, 'physicalDamage': 416, 'spellName': 'samirar', 'spellSlot': 3, 'trueDamage': 0, 'type': 'OTHER'}]",4.0
712632,[10],300.0,4.0,9.0,"{'x': 10664, 'y': 3496}",0.0,"[{'basic': False, 'magicDamage': 214, 'name': 'Yuumi', 'participantId': 9, 'physicalDamage': 0, 'spellName': '', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 44, 'name': 'Yuumi', 'participantId': 9, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 109, 'name': 'Yuumi', 'participantId': 9, 'physicalDamage': 0, 'spellName': 'yuumir', 'spellSlot': 3, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 54, 'name': 'Yuumi', 'participantId': 10, 'physicalDamage': 0, 'spellName': 'yuumir', 'spellSlot': 3, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 78, 'name': 'Yuumi', 'participantId': 10, 'physicalDamage': 0, 'spellName': '', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 15, 'name': 'Yuumi', 'participantId': 10, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}]","[{'basic': False, 'magicDamage': 0, 'name': 'Samira', 'participantId': 9, 'physicalDamage': 679, 'spellName': 'samirar', 'spellSlot': 3, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 105, 'name': 'Samira', 'participantId': 9, 'physicalDamage': 0, 'spellName': 'samirae', 'spellSlot': 2, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 78, 'name': 'Leona', 'participantId': 10, 'physicalDamage': 0, 'spellName': 'leonasunlightpassive', 'spellSlot': 63, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 41, 'name': 'Leona', 'participantId': 10, 'physicalDamage': 0, 'spellName': 'leonazenithblade', 'spellSlot': 2, 'trueDamage': 0, 'type': 'OTHER'}]",5.0
748065,,300.0,0.0,1.0,"{'x': 1460, 'y': 11716}",0.0,"[{'basic': False, 'magicDamage': 13, 'name': 'Poppy', 'participantId': 1, 'physicalDamage': 0, 'spellName': 'itemdarkcrystalflask', 'spellSlot': 6, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Poppy', 'participantId': 1, 'physicalDamage': 88, 'spellName': 'poppybasicattack', 'spellSlot': 64, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Poppy', 'participantId': 1, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Poppy', 'participantId': 1, 'physicalDamage': 49, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Poppy', 'participantId': 1, 'physicalDamage': 295, 'spellName': 'poppyq', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Poppy', 'participantId': 1, 'physicalDamage': 52, 'spellName': 'poppye', 'spellSlot': 2, 'trueDamage': 0, 'type': 'OTHER'}]","[{'basic': False, 'magicDamage': 0, 'name': 'Urgot', 'participantId': 1, 'physicalDamage': 79, 'spellName': 'urgote', 'spellSlot': 2, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Urgot', 'participantId': 1, 'physicalDamage': 246, 'spellName': 'urgotpassive', 'spellSlot': 63, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Urgot', 'participantId': 1, 'physicalDamage': 350, 'spellName': 'urgotw', 'spellSlot': 1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Urgot', 'participantId': 1, 'physicalDamage': 49, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'SRU_OrderMinionRanged', 'participantId': 0, 'physicalDamage': 18, 'spellName': 'sru_orderminionrangedbasicattack2', 'spellSlot': 65, 'trueDamage': 0, 'type': 'MINION'}, {'basic': True, 'magicDamage': 0, 'name': 'SRU_OrderMinionRanged', 'participantId': 0, 'physicalDamage': 18, 'spellName': 'sru_orderminionrangedbasicattack', 'spellSlot': 64, 'trueDamage': 0, 'type': 'MINION'}, {'basic': True, 'magicDamage': 0, 'name': 'SRU_OrderMinionRanged', 'participantId': 0, 'physicalDamage': 13, 'spellName': 'sru_orderminionmeleebasicattack', 'spellSlot': 64, 'trueDamage': 0, 'type': 'MINION'}]",6.0
770815,[2],300.0,0.0,5.0,"{'x': 8305, 'y': 7010}",0.0,"[{'basic': True, 'magicDamage': 0, 'name': 'Kindred', 'participantId': 2, 'physicalDamage': 163, 'spellName': 'kindredpassivemanager', 'spellSlot': 63, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Kindred', 'participantId': 2, 'physicalDamage': 74, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Kindred', 'participantId': 2, 'physicalDamage': 55, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}]","[{'basic': False, 'magicDamage': 0, 'name': 'Yuumi', 'participantId': 5, 'physicalDamage': 0, 'spellName': 'summonerdot', 'spellSlot': 5, 'trueDamage': 114, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 210, 'name': 'Yuumi', 'participantId': 5, 'physicalDamage': 0, 'spellName': '', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 43, 'name': 'Yuumi', 'participantId': 5, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'SRU_Razorbeak', 'participantId': 0, 'physicalDamage': 74, 'spellName': 'sru_razorbeakbasicattack', 'spellSlot': 64, 'trueDamage': 0, 'type': 'MONSTER'}, {'basic': True, 'magicDamage': 0, 'name': 'SRU_RazorbeakMini', 'participantId': 0, 'physicalDamage': 71, 'spellName': 'sru_razorbeakminibasicattack2', 'spellSlot': 65, 'trueDamage': 0, 'type': 'MONSTER'}, {'basic': True, 'magicDamage': 0, 'name': 'SRU_RazorbeakMini', 'participantId': 0, 'physicalDamage': 143, 'spellName': 'sru_razorbeakminibasicattack', 'spellSlot': 64, 'trueDamage': 0, 'type': 'MONSTER'}, {'basic': False, 'magicDamage': 0, 'name': 'Graves', 'participantId': 2, 'physicalDamage': 213, 'spellName': 'gravesqlinespell', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Graves', 'participantId': 2, 'physicalDamage': 488, 'spellName': 'gravesbasicattack', 'spellSlot': 63, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 44, 'name': 'Graves', 'participantId': 2, 'physicalDamage': 0, 'spellName': 'gravessmokegrenade', 'spellSlot': 1, 'trueDamage': 0, 'type': 'OTHER'}]",7.0
778258,"[2, 5]",300.0,1.0,3.0,"{'x': 8567, 'y': 8214}",0.0,"[{'basic': False, 'magicDamage': 408, 'name': 'Viktor', 'participantId': 2, 'physicalDamage': 0, 'spellName': 'viktordeathray', 'spellSlot': 2, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 170, 'name': 'Viktor', 'participantId': 2, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 24, 'name': 'Viktor', 'participantId': 2, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 256, 'name': 'Viktor', 'participantId': 2, 'physicalDamage': 0, 'spellName': 'viktorpowertransfer', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}]","[{'basic': False, 'magicDamage': 531, 'name': 'Xerath', 'participantId': 3, 'physicalDamage': 0, 'spellName': 'xeratharcanopulsechargeup', 'spellSlot': 0, 'trueDamage': 30, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 169, 'name': 'Xerath', 'participantId': 3, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 162, 'name': 'Xerath', 'participantId': 3, 'physicalDamage': 0, 'spellName': 'xeratharcanebarrage2', 'spellSlot': 1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Graves', 'participantId': 2, 'physicalDamage': 218, 'spellName': 'gravesbasicattack', 'spellSlot': 63, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Graves', 'participantId': 2, 'physicalDamage': 224, 'spellName': 'graveschargeshot', 'spellSlot': 3, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 204, 'name': 'Yuumi', 'participantId': 5, 'physicalDamage': 0, 'spellName': '', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Yuumi', 'participantId': 5, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}]",8.0
838165,,300.0,5.0,9.0,"{'x': 11899, 'y': 1542}",0.0,"[{'basic': False, 'magicDamage': 0, 'name': 'Graves', 'participantId': 9, 'physicalDamage': 0, 'spellName': 'burning', 'spellSlot': -1, 'trueDamage': 33, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Graves', 'participantId': 9, 'physicalDamage': 343, 'spellName': 'gravesbasicattack', 'spellSlot': 63, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Graves', 'participantId': 9, 'physicalDamage': 88, 'spellName': 'gravesqlinespell', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}]","[{'basic': False, 'magicDamage': 31, 'name': 'Samira', 'participantId': 9, 'physicalDamage': 188, 'spellName': 'samiraq', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Samira', 'participantId': 9, 'physicalDamage': 310, 'spellName': 'samirar', 'spellSlot': 3, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Samira', 'participantId': 9, 'physicalDamage': 133, 'spellName': 'samirabasicattack2', 'spellSlot': 65, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 33, 'name': 'Samira', 'participantId': 9, 'physicalDamage': 0, 'spellName': 'samirapassive', 'spellSlot': 63, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Samira', 'participantId': 9, 'physicalDamage': 136, 'spellName': 'samirapassive', 'spellSlot': 63, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 88, 'name': 'Samira', 'participantId': 9, 'physicalDamage': 0, 'spellName': 'samirae', 'spellSlot': 2, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 54, 'name': 'Samira', 'participantId': 9, 'physicalDamage': 183, 'spellName': 'samiraw', 'spellSlot': 1, 'trueDamage': 0, 'type': 'OTHER'}]",2.0
840228,"[2, 3, 5]",300.0,0.0,4.0,"{'x': 11582, 'y': 1526}",500.0,"[{'basic': False, 'magicDamage': 0, 'name': 'Samira', 'participantId': 4, 'physicalDamage': 891, 'spellName': 'samirar', 'spellSlot': 3, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Samira', 'participantId': 5, 'physicalDamage': 399, 'spellName': 'samirar', 'spellSlot': 3, 'trueDamage': 0, 'type': 'OTHER'}]","[{'basic': False, 'magicDamage': 0, 'name': 'Ashe', 'participantId': 4, 'physicalDamage': 585, 'spellName': 'asheq', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Ashe', 'participantId': 4, 'physicalDamage': 211, 'spellName': 'volley', 'spellSlot': 1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Ashe', 'participantId': 4, 'physicalDamage': 77, 'spellName': 'ashebasicattack2', 'spellSlot': 65, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 155, 'name': 'Ashe', 'participantId': 4, 'physicalDamage': 0, 'spellName': 'enchantedcrystalarrow', 'spellSlot': 3, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Graves', 'participantId': 2, 'physicalDamage': 0, 'spellName': 'burning', 'spellSlot': -1, 'trueDamage': 49, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Graves', 'participantId': 2, 'physicalDamage': 343, 'spellName': 'gravesbasicattack', 'spellSlot': 63, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Graves', 'participantId': 2, 'physicalDamage': 88, 'spellName': 'gravesqlinespell', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 130, 'name': 'Yuumi', 'participantId': 5, 'physicalDamage': 0, 'spellName': 'yuumir', 'spellSlot': 3, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 21, 'name': 'Yuumi', 'participantId': 5, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 197, 'name': 'Xerath', 'participantId': 3, 'physicalDamage': 0, 'spellName': 'xerathrmissilewrapper', 'spellSlot': 3, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 11, 'name': 'Xerath', 'participantId': 3, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}]",9.0
853497,,300.0,0.0,8.0,"{'x': 6026, 'y': 3369}",50.0,"[{'basic': False, 'magicDamage': 24, 'name': 'Xerath', 'participantId': 8, 'physicalDamage': 0, 'spellName': 'xerathmagespear', 'spellSlot': 2, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 91, 'name': 'Xerath', 'participantId': 8, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}]","[{'basic': False, 'magicDamage': 686, 'name': 'Viktor', 'participantId': 8, 'physicalDamage': 0, 'spellName': 'viktordeathray', 'spellSlot': 2, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 95, 'name': 'Viktor', 'participantId': 8, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Viktor', 'participantId': 8, 'physicalDamage': 0, 'spellName': 'viktorgravitonfield', 'spellSlot': 1, 'trueDamage': 98, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 428, 'name': 'Viktor', 'participantId': 8, 'physicalDamage': 0, 'spellName': 'viktorchaosstorm', 'spellSlot': 3, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 26, 'name': 'Viktor', 'participantId': 8, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Viktor', 'participantId': 8, 'physicalDamage': 48, 'spellName': 'viktorbasicattack2', 'spellSlot': 65, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 300, 'name': 'Viktor', 'participantId': 8, 'physicalDamage': 0, 'spellName': 'viktorpowertransfer', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}]",3.0
